Type,Family id,Family name,Target id,Target name,Subunit id,Subunit name,Target systematic name,Target abbreviated name,synonyms,HGNC id,HGNC symbol,HGNC name,Human genetic localisation,Human nucleotide RefSeq,Human protein RefSeq,Human SwissProt,Human Entrez Gene,Human Ensembl Gene
transporter,167,Proton-coupled inositol transporter,888,Proton myo-inositol cotransporter,"","",SLC2A13,HMIT,"H<sup>+</sup>-myo-inositol symporter|h(+)-myo-inositol cotransporter|proton myo-inositol cotransporter|proton myo-inositol symporter|solute carrier family 2 (facilitated glucose transporter), member 13|solute carrier family 2 (facilitated glucose transporter)",15956,SLC2A13,solute carrier family 2 member 13,12q12,"","",Q96QE2,114134,ENSG00000151229
transporter,210,Selective sulphate transporters,1097,Sat-1,"","",SLC26A1,"","canalicular sulfate transporter|sulfate anion transporter 1|sulfate/carbonate antiporter|solute carrier family 26 (sulfate transporter), member 1|EDM4|solute carrier family 26 (anion exchanger), member 1|solute carrier family 26 (sulfate transporter)",10993,SLC26A1,solute carrier family 26 member 1,4p16.3,"","",Q9H2B4,10861,ENSG00000145217
transporter,210,Selective sulphate transporters,1098,DTDST,"","",SLC26A2,"","diastrophic dysplasia protein homolog|sulfate transporter|ST-OB|solute carrier family 26 (sulfate transporter), member 2|DTD|solute carrier family 26 (anion exchanger), member 2|solute carrier family 26 (sulfate transporter)",10994,SLC26A2,solute carrier family 26 member 2,5q32,"","",P50443,1836,ENSG00000155850
transporter,190,Sialic acid transporter,1006,Sialin,"","",SLC17A5,AST,"membrane glycoprotein HP59|Sodium/sialic acid cotransporter|ISSD|NSD|SIASD|SLD|proton-coupled sialic acid transporter|solute carrier family 17 (anion/sugar transporter), member 5|solute carrier family 17 (acidic sugar transporter), member 5|solute carrier family 17 (anion/sugar transporter)",10933,SLC17A5,solute carrier family 17 member 5,6q13,"","",Q9NRA2,26503,ENSG00000119899
transporter,182,SLC10 family of sodium-bile acid co-transporters,959,Sodium/bile acid and sulphated solute cotransporter 1,"","",SLC10A1,NTCP,"liver sodium/bile acid cotransporter|Na<sup>+</sup>-taurocholate cotransporing polypeptide|sodium bile acid cotransporting polypeptide|solute carrier family 10 (sodium/bile acid cotransporter family), member 1|solute carrier family 10 (sodium/bile acid cotransporter), member 1|solute carrier family 10 (sodium/bile acid cotransporter family)",10905,SLC10A1,solute carrier family 10 member 1,14q24.1,"","",Q14973,6554,ENSG00000100652
transporter,182,SLC10 family of sodium-bile acid co-transporters,960,Sodium/bile acid and sulphated solute cotransporter 2,"","",SLC10A2,ASBT,"Apical sodium-dependent bile acid transporter|IBAT|ileal sodium/bile acid cotransporter|ISBT|ileal sodium-dependent bile acid transporter|ISBAT|solute carrier family 10 (sodium/bile acid cotransporter family), member 2|solute carrier family 10 (sodium/bile acid cotransporter), member 2|solute carrier family 10, member 2|solute carrier family 10",10906,SLC10A2,solute carrier family 10 member 2,13q33.1,"","",Q12908,6555,ENSG00000125255
transporter,182,SLC10 family of sodium-bile acid co-transporters,962,Sodium/bile acid and sulphated solute cotransporter 3,"","",SLC10A3,P3,"solute carrier family 10 (sodium/bile acid cotransporter family), member 3|solute carrier family 10, member 3|solute carrier family 10|solute carrier family 10 (sodium/bile acid cotransporter family)",22979,SLC10A3,solute carrier family 10 member 3,Xq28,"","",P09131,8273,ENSG00000126903
transporter,182,SLC10 family of sodium-bile acid co-transporters,963,Sodium/bile acid and sulphated solute cotransporter 4,"","",SLC10A4,P4,"solute carrier family 10 (sodium/bile acid cotransporter family), member 4|solute carrier family 10, member 4|solute carrier family 10|solute carrier family 10 (sodium/bile acid cotransporter family)",22980,SLC10A4,solute carrier family 10 member 4,4p11,"","",Q96EP9,201780,ENSG00000145248
transporter,182,SLC10 family of sodium-bile acid co-transporters,964,Sodium/bile acid and sulphated solute cotransporter 5,"","",SLC10A5,P5,"solute carrier family 10 (sodium/bile acid cotransporter family), member 5|solute carrier family 10, member 5|solute carrier family 10|solute carrier family 10 (sodium/bile acid cotransporter family)",22981,SLC10A5,solute carrier family 10 member 5,8q21.13,"","",Q5PT55,347051,ENSG00000253598
transporter,182,SLC10 family of sodium-bile acid co-transporters,961,Sodium/bile acid and sulphated solute cotransporter 6,"","",SLC10A6,SOAT,"Sodium-dependent organic anion transporter|solute carrier family 10 (sodium/bile acid cotransporter family), member 6|solute carrier family 10 (sodium/bile acid cotransporter), member 6|solute carrier family 10 (sodium/bile acid cotransporter family)",30603,SLC10A6,solute carrier family 10 member 6,4q21.3,"","",Q3KNW5,345274,ENSG00000145283
transporter,182,SLC10 family of sodium-bile acid co-transporters,965,Sodium/bile acid and sulphated solute cotransporter 7,"","",SLC10A7,P7,"solute carrier family 10 (sodium/bile acid cotransporter family), member 7|solute carrier family 10, member 7|solute carrier family 10|solute carrier family 10 (sodium/bile acid cotransporter family)",23088,SLC10A7,solute carrier family 10 member 7,4q31.22,"","",Q0GE19,84068,ENSG00000120519
transporter,183,SLC11 family of proton-coupled metal ion transporters,966,NRAMP1,"","",SLC11A1,"","LSH|NRAMP|Bcg|Itg|natural resistance associated macrophage protein 1|Ity|solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1|solute carrier family 11 (proton-coupled divalent metal ion transporter), member 1|solute carrier family 11 (proton-coupled divalent metal ion transporters)",10907,SLC11A1,solute carrier family 11 member 1,2q35,"","",P49279,6556,ENSG00000018280
transporter,183,SLC11 family of proton-coupled metal ion transporters,967,DMT1,"","",SLC11A2,"","DCT1|Natural resistance-associated macrophage protein 2|NRAMP2|divalent cation transporter 1|divalent metal transporter 1|Solute carrier family 11 member 2 (natural resistance-associated macrophage protein 2)|van|solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2|solute carrier family 11 (proton-coupled divalent metal ion transporter), member 2|solute carrier family 11 (proton-coupled divalent metal ion transporters)",10908,SLC11A2,solute carrier family 11 member 2,12q13.12,"","",P49281,4891,ENSG00000110911
transporter,184,SLC12 family of cation-coupled chloride transporters,968,Kidney-specific Na-K-Cl symporter,"","",SLC12A1,NKCC2,"BSC2|Bumetanide-sensitive sodium-(potassium)-chloride cotransporter 2|NKCC2|Solute carrier family 12 member 1 (bumetanide-sensitive sodium-[potassium]-chloride cotransporter)|urehr3|solute carrier family 12 (sodium/potassium/chloride transporters), member 1|solute carrier family 12 (sodium/potassium/chloride transporter), member 1|solute carrier family 12",10910,SLC12A1,solute carrier family 12 member 1,15q21.1,"","",Q13621,6557,ENSG00000074803
transporter,184,SLC12 family of cation-coupled chloride transporters,969,Basolateral Na-K-Cl symporter,"","",SLC12A2,NKCC1,"BSC1|Bumetanide-sensitive sodium-(potassium)-chloride cotransporter 1|BSC|BSC2|solute carrier family 12 (sodium/potassium/chloride transporters), member 2|sy-ns|solute carrier family 12 (sodium/potassium/chloride transporter), member 2|solute carrier family 12",10911,SLC12A2,solute carrier family 12 member 2,5q23.3,"","",P55011,6558,ENSG00000064651
transporter,184,SLC12 family of cation-coupled chloride transporters,970,Na-Cl symporter,"","",SLC12A3,NCC,"Thiazide-sensitive sodium-chloride cotransporter|TSC|NCCT|solute carrier family 12 (sodium/chloride transporters), member 3|solute carrier family 12 (sodium/chloride transporter), member 3|solute carrier family 12",10912,SLC12A3,solute carrier family 12 member 3,16q13,"","",P55017,6559,ENSG00000070915
transporter,184,SLC12 family of cation-coupled chloride transporters,971,K-Cl cotransporter 1,"","",SLC12A4,KCC1,"Electroneutral potassium-chloride cotransporter 1|erythroid K-Cl cotransporter 1|furosemide-sensitive K-Cl cotransporter|solute carrier family 12 (potassium/chloride transporters), member 4|solute carrier family 12 (potassium/chloride transporter), member 4|solute carrier family 12",10913,SLC12A4,solute carrier family 12 member 4,16q22.1,"","",Q9UP95,6560,ENSG00000124067
transporter,184,SLC12 family of cation-coupled chloride transporters,972,K-Cl cotransporter 2,"","",SLC12A5,KCC2,"Electroneutral potassium-chloride cotransporter 2|erythroid K-Cl cotransporter 2|furosemide-sensitive K-Cl cotransporter|neuronal-specific K-Cl cotransporter|solute carrier family 12, (potassium-chloride transporter) member 5|solute carrier family 12 (potassium/chloride transporter), member 5|solute carrier family 12 (potassium-chloride transporter), member 5|solute carrier family 12",13818,SLC12A5,solute carrier family 12 member 5,20q13.12,"","",Q9H2X9,57468,ENSG00000124140
transporter,184,SLC12 family of cation-coupled chloride transporters,973,K-Cl cotransporter 3,"","",SLC12A6,KCC3,"Electroneutral potassium-chloride cotransporter 3|ACCPN|agenesis of corpus callosum and peripheral neuropathy (Andermann syndrome)|furosemide-sensitive KCl cotransporter 3|gaxp|solute carrier family 12 (potassium/chloride transporters), member 6|solute carrier family 12 (potassium/chloride transporter), member 6|solute carrier family 12",10914,SLC12A6,solute carrier family 12 member 6,15q14,"","",Q9UHW9,9990,ENSG00000140199
transporter,184,SLC12 family of cation-coupled chloride transporters,974,K-Cl cotransporter 4,"","",SLC12A7,KCC4,"Electroneutral potassium-chloride cotransporter 4|furosemide-sensitive KCl cotransporter 4|solute carrier family 12 (potassium/chloride transporters), member 7|solute carrier family 12 (potassium/chloride transporter), member 7|solute carrier family 12",10915,SLC12A7,solute carrier family 12 member 7,5p15.33,"","",Q9Y666,10723,ENSG00000113504
transporter,184,SLC12 family of cation-coupled chloride transporters,975,Cation-chloride cotransporter 9,"","",SLC12A8,CCC9,"solute carrier family 12 (sodium/potassium/chloride transporters), member 8|solute carrier family 12, member 8|solute carrier family 12|solute carrier family 12 (potassium/chloride transporters)",15595,SLC12A8,solute carrier family 12 member 8,3q21.2,"","",A0AV02,84561,ENSG00000221955
transporter,184,SLC12 family of cation-coupled chloride transporters,976,Cation-chloride cotransporter 6,"","",SLC12A9,CCC6,"CCC-interacting protein 1|cation-chloride cotransporter-interacting protein 1|solute carrier family 12 (potassium/chloride transporters), member 9|CIP1|Potassium-chloride transporter 9|solute carrier family 12, member 9|solute carrier family 12|solute carrier family 12 (potassium/chloride transporters)",17435,SLC12A9,solute carrier family 12 member 9,7q22.1,"","",Q9BXP2,56996,ENSG00000146828
transporter,185,SLC13 family of sodium-dependent sulphate/carboxylate transporters,977,Na<sup>+</sup>/sulfate cotransporter,"","",SLC13A1,NaS1,"Renal sodium/sulfate cotransporter|solute carrier family 13 (sodium/sulfate symporters), member 1|solute carrier family 13 (sodium/sulfate symporter), member 1|solute carrier family 13 (sodium/sulfate symporters)",10916,SLC13A1,solute carrier family 13 member 1,7q31.32,"","",Q9BZW2,6561,ENSG00000081800
transporter,185,SLC13 family of sodium-dependent sulphate/carboxylate transporters,978,Na<sup>+</sup>/dicarboxylate cotransporter 1,"","",SLC13A2,NaC1,"NaDC1|Renal sodium/dicarboxylate cotransporter|intestinal sodium/dicarboxylate cotransporter|sodium-dependent dicarboxylate transporter|solute carrier family 13 (sodium-dependent dicarboxylate transporter) member 2|sodium/dicarboxylate co-transporter|solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2|solute carrier family 13 (sodium-dependent dicarboxylate transporter)",10917,SLC13A2,solute carrier family 13 member 2,17q11.2,"","",Q13183,9058,ENSG00000007216
transporter,185,SLC13 family of sodium-dependent sulphate/carboxylate transporters,979,Na<sup>+</sup>/dicarboxylate cotransporter 3,"","",SLC13A3,NaC3,"NaDC3|SDCT2|sodium-dependent high-affinity dicarboxylate transporter 3|solute carrier family 13 member 3|solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3|solute carrier family 13 (sodium-dependent dicarboxylate transporter)",14430,SLC13A3,solute carrier family 13 member 3,20q13.12,"","",Q8WWT9,64849,ENSG00000158296
transporter,185,SLC13 family of sodium-dependent sulphate/carboxylate transporters,980,Na<sup>+</sup>/sulfate cotransporter,"","",SLC13A4,NaS2,"SUT1|sulphate transporter 1|sodium sulfate cotransporter-2|solute carrier family 13 (sodium/sulfate symporters), member 4|solute carrier family 13 (sodium/sulfate symporter), member 4|solute carrier family 13 (sodium/sulfate symporters)",15827,SLC13A4,solute carrier family 13 member 4,7q33,"","",Q9UKG4,26266,ENSG00000164707
transporter,185,SLC13 family of sodium-dependent sulphate/carboxylate transporters,981,Na<sup>+</sup>/citrate cotransporter,"","",SLC13A5,NaC2,"NaCT|Sodium-coupled citrate transporter|sodium-dependent citrate transporter|solute carrier family 13 member 5|Indy|solute carrier family 13 (sodium-dependent citrate transporter), member 5|solute carrier family 13 (sodium-dependent citrate transporter)",23089,SLC13A5,solute carrier family 13 member 5,17p13.1,"","",Q86YT5,284111,ENSG00000141485
transporter,186,SLC14 family of facilitative urea transporters,982,Erythrocyte urea transporter,"","",SLC14A1,UT-B,"UTB1|JK|RACH1|RACH2|HUT11|solute carrier family 14 (urea transporter), member 1 (Kidd blood group)|urea transporter 1|urea transporter B|UrT2|UT3|solute carrier family 14 (urea transporter), member 1|solute carrier family 14 (urea transporter)|solute carrier family 14 member 1",10918,SLC14A1,solute carrier family 14 member 1 (Kidd blood group),18q12.3,"","",Q13336,6563,ENSG00000141469
transporter,186,SLC14 family of facilitative urea transporters,983,Kidney urea transporter,"","",SLC14A2,UT-A,"UTA1|HUT2|UT2|UT-A4|plasma membrane urea transporter|solute carrier family 14, member 2|urea transport protein|urea transporter 2|urea transporter, kidney|UrT1-C|UrT1-D|UT-A1|UT-A2|UTA3|UT-A3|UT-A5|solute carrier family 14 (urea transporter), member 2T|solute carrier family 14 (urea transporter), member 2|solute carrier family 14 (urea transporter)",10919,SLC14A2,solute carrier family 14 member 2,18q12.3,"","",Q15849,8170,ENSG00000132874
transporter,187,SLC15 family of peptide transporters,984,Peptide transporter 1,"","",SLC15A1,PEPT1,"Intestinal H<sup>+</sup>/peptide cotransporter|low affinity peptide transporter|solute carrier family 15 oligopeptide transporter member 1|oligopeptide transporter, small intestine isoform|proton-coupled dipeptide cotransporter|solute carrier family 15 member 1|PECT1|solute carrier family 15 (oligopeptide transporter), member 1|solute carrier family 15 (oligopeptide transporter)",10920,SLC15A1,solute carrier family 15 member 1,13q32.2-q32.3,"","",P46059,6564,ENSG00000088386
transporter,187,SLC15 family of peptide transporters,985,Peptide transporter 2,"","",SLC15A2,PEPT2,"high affinity peptide transporter|Kidney H<sup>+</sup>/peptide cotransporter|oligopeptide transporter, kidney isoform|solute carrier family 15 (H+/peptide transporter) member 2|solute carrier family 15 member 2|solute carrier family 15 (oligopeptide transporter), member 2|solute carrier family 15 (H+/peptide transporter)",10921,SLC15A2,solute carrier family 15 member 2,3q13.33,"","",Q16348,6565,ENSG00000163406
transporter,187,SLC15 family of peptide transporters,986,Peptide transporter 3,"","",SLC15A3,PHT2,"solute carrier family 15|peptide/histidine transporter PHT2|PTR3|solute carrier family 15 member 3|solute carrier family 15 (oligopeptide transporter), member 3",18068,SLC15A3,solute carrier family 15 member 3,11q12.2,"","",Q8IY34,51296,ENSG00000110446
transporter,187,SLC15 family of peptide transporters,987,Peptide transporter 4,"","",SLC15A4,PHT1,"PHT1|solute carrier family 15 member 4|Peptide/histidine transporter 1|solute carrier family 15 (oligopeptide transporter), member 4|solute carrier family 15",23090,SLC15A4,solute carrier family 15 member 4,12q24.33,"","",Q8N697,121260,ENSG00000139370
transporter,188,SLC16 family of monocarboxylate transporters,988,Monocarboxylate transporter 1,"","",SLC16A1,MCT1,"MCT|Solute carrier 16 (monocarboxylic acid transporter) member 1|solute carrier family 16 (monocarboxylate transporter), member 1|solute carrier family 16 (monocarboxylic acid transporters)",10922,SLC16A1,solute carrier family 16 member 1,1p13.2,"","",P53985,6566,ENSG00000155380
transporter,188,SLC16 family of monocarboxylate transporters,990,Monocarboxylate transporter 2,"","",SLC16A7,MCT2,"solute carrier family 16 (monocarboxylic acid transporters) member 7|solute carrier family 16 (monocarboxylate transporter), member 7|solute carrier family 16 (monocarboxylic acid transporters)",10928,SLC16A7,solute carrier family 16 member 7,12q14.1,"","",O60669,9194,ENSG00000118596
transporter,188,SLC16 family of monocarboxylate transporters,991,Monocarboxylate transporter 3,"","",SLC16A8,MCT3,"REMP|solute carrier 16 (monocarboxylic acid transporters), member 8|proton-coupled monocarboxylate transporter 3|solute carrier family 16 (monocarboxylate transporter), member 8|solute carrier family 16 (monocarboxylic acid transporters)",16270,SLC16A8,solute carrier family 16 member 8,22q13.1,"","",O95907,23539,ENSG00000100156
transporter,188,SLC16 family of monocarboxylate transporters,989,Monocarboxylate transporter 4,"","",SLC16A3,MCT4,"Monocarboxylate transporter 3|solute carrier family 16 (monocarboxylic acid transporters), member 3|monocarboxylate transporter 4|solute carrier family 16, member 3 (monocarboxylic acid transporter 4)|solute carrier family 16 (monocarboxylate transporter), member 3|solute carrier family 16 (monocarboxylic acid transporters)",10924,SLC16A3,solute carrier family 16 member 3,17q25.3,"","",O15427,9123,ENSG00000141526
